DesignInFile,mainFeature,targetLibrary,techFeature,techSubFeature,process,VTfeature,techModel,thresModel,voltage,temperature,period,mapped.area-Number of ports,mapped.area-Number of cells,mapped.area-Number of combinational cells,mapped.area-Number of sequential cells,mapped.area-Number of macros/black boxes,mapped.area-Number of buf/inv,mapped.area-Number of references,mapped.area-Combinational area,mapped.area-Buf/Inv area,mapped.area-Noncombinational area,mapped.area-Macro/Black Box area,mapped.area-Net Interconnect area,mapped.area-Total cell area,mapped.area-Total area,mapped.power-Cell Internal Power,mapped.power-Net Switching Power,mapped.power-Total Dynamic Power,mapped.power-Total,mapped.power-Cell Leakage Power,mapped.power-io_pad,mapped.power-memory,mapped.power-black_box,mapped.power-clock_network,mapped.power-register,mapped.power-sequential,mapped.power-combinational,mapped.timing-data arrival time,mapped.timing-data required time,mapped.timing-slack
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_194903,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,980,2956,2634,313,0,547,34,1130.037995,120.147998,490.783987,0.000000,,1620.821982,,1.7243,107.2751,1.8316,1.8329,1.3214,0.0000,0.0000,0.0000,0.0000,1.6140,0.0000,0.2189,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_060232,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1114,3135,2820,302,0,629,41,1177.371993,149.057998,473.535988,0.000000,,1650.907981,,1.6920,119.2376,1.8113,1.8126,1.2823,0.0000,0.0000,0.0000,0.0000,1.5571,0.0000,0.2554,-0.77,0.79,0.03
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_011232,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,913,2905,2539,358,0,359,34,1150.127992,83.201999,561.343985,0.000000,,1711.471978,,1.9611,112.9479,2.0741,2.0753,1.2803,0.0000,0.0000,0.0000,0.0000,1.8459,0.0000,0.2294,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_124207,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,990,4382,3415,957,0,466,30,1599.261996,94.275998,1500.575961,0.000000,,3099.837956,,5.0226,331.3169,5.3539,5.3565,2.5576,0.0000,0.0000,0.0000,0.0000,4.8245,0.0000,0.5320,-0.71,0.79,0.08
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_080913,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1114,3838,3378,447,0,605,40,1445.107994,131.613998,700.895982,0.000000,,2146.003975,,2.4245,127.7186,2.5522,2.5539,1.7071,0.0000,0.0000,0.0000,0.0000,2.3048,0.0000,0.2491,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_132947,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,923,5050,3694,1348,0,423,29,1907.373996,86.533998,2113.663945,0.000000,,4021.037941,,7.0203,384.8913,7.4052,7.4085,3.3430,0.0000,0.0000,0.0000,0.0000,6.7840,0.0000,0.6246,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_085321,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,852,8279,6629,1643,0,671,43,3231.941981,132.985997,2576.223933,0.000000,,5808.165914,,8.8674,385.8125,9.2533,9.2578,4.6663,0.0000,0.0000,0.0000,0.0000,8.5263,0.0000,0.7315,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_202935,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,980,6605,5484,1111,0,615,38,2581.319983,139.943998,1742.047954,0.000000,,4323.367937,,5.9342,195.3782,6.1295,6.1328,3.2798,0.0000,0.0000,0.0000,0.0000,5.7284,0.0000,0.4044,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_213540,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,990,9027,7095,1921,0,943,38,3365.319989,188.747995,3012.127921,0.000000,,6377.447910,,10.1054,448.6019,10.5540,10.5591,5.1230,0.0000,0.0000,0.0000,0.0000,9.7948,0.0000,0.7643,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_125439,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,925,6049,4562,1479,0,623,27,2163.741990,126.615997,2319.071939,0.000000,,4482.813930,,7.5963,374.5070,7.9708,7.9746,3.7655,0.0000,0.0000,0.0000,0.0000,7.3648,0.0000,0.6098,-0.63,0.79,0.16
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_143454,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1187,7384,6024,1346,0,721,40,2879.435980,155.329997,2110.527945,0.000000,,4989.963925,,7.3528,378.5247,7.7313,7.7353,4.0494,0.0000,0.0000,0.0000,0.0000,7.0010,0.0000,0.7343,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_040431,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,913,12495,10255,2231,0,1283,49,4687.829979,275.967995,3498.207909,0.000000,,8186.037888,,11.8189,317.5595,12.1364,12.1427,6.4039,0.0000,0.0000,0.0000,0.0000,11.5028,0.0000,0.6398,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_173015,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,858,15484,12048,3429,0,1307,43,5724.473969,260.679994,5376.671859,0.000000,,11101.145828,,17.8653,614.0331,18.4794,18.4882,8.9728,0.0000,0.0000,0.0000,0.0000,17.4219,0.0000,1.0664,-0.71,0.78,0.07
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_225943,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1114,12465,10302,2150,0,1431,50,4661.761979,298.997994,3371.297912,0.000000,,8033.059891,,11.3836,312.4562,11.6961,11.7022,6.2901,0.0000,0.0000,0.0000,0.0000,11.0855,0.0000,0.6166,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_143940,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1055,7969,6346,1612,0,900,39,3010.951982,185.023996,2527.615934,0.000000,,5538.567916,,8.5893,429.5454,9.0189,9.0232,4.4102,0.0000,0.0000,0.0000,0.0000,8.2726,0.0000,0.7506,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_232423,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,990,14389,11419,2960,0,1418,46,5308.071985,280.769993,4641.279879,0.000000,,9949.351864,,15.5373,579.3085,16.1167,16.1245,7.9853,0.0000,0.0000,0.0000,0.0000,15.1519,0.0000,0.9726,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_174704,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,919,2684,2218,458,0,267,30,1072.119992,53.213999,718.143981,0.000000,,1790.263973,,2.6366,255.2000,2.8918,2.8934,1.5769,0.0000,0.0000,0.0000,0.0000,2.4178,0.0000,0.4756,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_095740,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,990,10287,8077,2199,0,899,43,3876.291985,179.437996,3448.031910,0.000000,,7324.323895,,11.5516,473.6727,12.0253,12.0310,5.8023,0.0000,0.0000,0.0000,0.0000,11.2271,0.0000,0.8039,-0.78,0.79,0.01
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_132725,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1124,5365,4259,1094,0,691,33,1977.933996,144.941997,1715.391955,0.000000,,3693.325951,,5.7641,353.2007,6.1173,6.1203,3.0725,0.0000,0.0000,0.0000,0.0000,5.5321,0.0000,0.5882,-0.76,0.79,0.03
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_125958,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,913,2702,2403,290,0,526,31,1002.539993,122.401998,454.719988,0.000000,,1457.259981,,1.6286,113.6687,1.7422,1.7434,1.1607,0.0000,0.0000,0.0000,0.0000,1.4957,0.0000,0.2477,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_141610,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,925,6417,4799,1610,0,579,30,2338.769988,117.991997,2524.479934,0.000000,,4863.249922,,8.2857,390.6744,8.6764,8.6804,4.0382,0.0000,0.0000,0.0000,0.0000,8.0413,0.0000,0.6391,-0.63,0.79,0.16
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_134827,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,852,3178,2611,560,0,337,30,1217.747989,67.129998,878.079977,0.000000,,2095.827966,,3.1967,281.9843,3.4786,3.4805,1.8399,0.0000,0.0000,0.0000,0.0000,2.9458,0.0000,0.5347,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_195747,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1120,3771,3158,601,0,442,33,1480.877992,88.003998,942.367975,0.000000,,2423.245967,,3.4014,278.3171,3.6797,3.6818,2.1009,0.0000,0.0000,0.0000,0.0000,3.1556,0.0000,0.5263,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_222421,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,856,13932,10965,2960,0,1108,44,5220.361974,220.009994,4641.279879,0.000000,,9861.641852,,15.5589,562.6630,16.1216,16.1293,7.8479,0.0000,0.0000,0.0000,0.0000,15.1521,0.0000,0.9771,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_002622,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1059,6696,5095,1589,0,762,33,2400.411990,166.305997,2491.551935,0.000000,,4891.963925,,8.1863,392.1385,8.5785,8.5826,4.0789,0.0000,0.0000,0.0000,0.0000,7.9321,0.0000,0.6504,-0.63,0.79,0.16
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_013345,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,923,5168,3968,1192,0,427,33,1946.083993,86.631998,1869.055951,0.000000,,3815.139944,,6.2542,351.9442,6.6062,6.6093,3.0797,0.0000,0.0000,0.0000,0.0000,6.0352,0.0000,0.5741,-0.71,0.79,0.08
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_085149,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1114,8051,6722,1317,0,784,43,3141.879980,174.635997,2065.055946,0.000000,,5206.935925,,7.0328,231.7730,7.2646,7.2685,3.9850,0.0000,0.0000,0.0000,0.0000,6.7904,0.0000,0.4781,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_173947,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,846,2045,1868,170,0,459,27,791.153996,103.193998,266.559993,0.000000,,1057.713989,,978.2831,92.7384,1.0710,1.0718,793.5948,0.0000,0.0000,0.0000,0.0000,0.8766,0.0000,0.1952,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_010150,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1124,5566,4217,1336,0,551,35,2043.887997,111.719997,2094.847945,0.000000,,4138.735942,,6.9739,405.2885,7.3792,7.3826,3.4383,0.0000,0.0000,0.0000,0.0000,6.7236,0.0000,0.6591,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_015858,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1181,3721,3331,376,0,575,39,1413.551995,125.733998,589.567985,0.000000,,2003.119979,,2.0625,120.9861,2.1835,2.1851,1.5580,0.0000,0.0000,0.0000,0.0000,1.9387,0.0000,0.2464,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_021953,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,923,5575,4103,1464,0,426,32,2113.173996,87.023998,2295.551940,0.000000,,4408.725936,,7.6258,396.0362,8.0219,8.0255,3.6303,0.0000,0.0000,0.0000,0.0000,7.3817,0.0000,0.6438,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_211623,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1114,6908,5784,1111,0,684,38,2665.109981,147.783997,1742.047954,0.000000,,4407.157936,,5.9376,198.4898,6.1361,6.1394,3.3842,0.0000,0.0000,0.0000,0.0000,5.7283,0.0000,0.4111,-0.78,0.79,0.01
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_074722,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1057,6401,5061,1329,0,734,41,2363.367992,153.075997,2083.871946,0.000000,,4447.239938,,6.9877,383.9869,7.3717,7.3754,3.6592,0.0000,0.0000,0.0000,0.0000,6.7423,0.0000,0.6330,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_141133,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,990,5569,4212,1348,0,681,30,2038.399999,137.199997,2113.663945,0.000000,,4152.063943,,7.0339,404.2596,7.4381,7.4417,3.5387,0.0000,0.0000,0.0000,0.0000,6.7875,0.0000,0.6542,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_032452,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1181,7361,6167,1180,0,606,43,2877.279982,132.299998,1850.239952,0.000000,,4727.519934,,6.2988,214.4444,6.5133,6.5168,3.5881,0.0000,0.0000,0.0000,0.0000,6.0842,0.0000,0.4326,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_141014,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,990,5118,3760,1348,0,422,30,1927.561996,86.141998,2113.663945,0.000000,,4041.225941,,7.0210,388.4199,7.4094,7.4127,3.3546,0.0000,0.0000,0.0000,0.0000,6.7840,0.0000,0.6287,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_000729,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1122,4216,3410,793,0,760,34,1536.051995,163.561997,1243.423967,0.000000,,2779.475962,,4.2657,346.7923,4.6125,4.6148,2.2808,0.0000,0.0000,0.0000,0.0000,4.0492,0.0000,0.5656,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_232416,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,923,14331,11363,2960,0,1433,43,5314.735983,283.905993,4641.279879,0.000000,,9956.015861,,15.5669,573.6483,16.1406,16.1485,8.0433,0.0000,0.0000,0.0000,0.0000,15.1522,0.0000,0.9962,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_195332,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,919,3378,2778,591,0,353,32,1290.561989,70.167998,926.687976,0.000000,,2217.249965,,3.3620,287.3725,3.6494,3.6513,1.9349,0.0000,0.0000,0.0000,0.0000,3.1073,0.0000,0.5440,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_142622,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1047,6863,5777,1076,0,724,41,2658.739983,155.525997,1687.167956,0.000000,,4345.907939,,5.7579,202.1657,5.9601,5.9633,3.3356,0.0000,0.0000,0.0000,0.0000,5.5484,0.0000,0.4150,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_224259,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1191,15243,12005,3224,0,1727,43,5633.431988,354.857992,5055.231868,0.000000,,10688.663856,,16.9134,633.8468,17.5473,17.5558,8.7410,0.0000,0.0000,0.0000,0.0000,16.4589,0.0000,1.0969,-0.78,0.79,0.01
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_150725,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,913,6404,5320,1076,0,539,40,2504.095983,118.775998,1687.167956,0.000000,,4191.263939,,5.7417,188.8515,5.9306,5.9337,3.1822,0.0000,0.0000,0.0000,0.0000,5.5483,0.0000,0.3854,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_045326,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,925,16521,12914,3599,0,1528,46,6112.749971,303.897992,5643.231852,0.000000,,11755.981823,,18.7478,629.6031,19.3774,19.3867,9.5314,0.0000,0.0000,0.0000,0.0000,18.2953,0.0000,1.0914,-0.76,0.79,0.03
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_070402,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1057,5416,4222,1184,0,487,38,2057.607993,98.293998,1856.511951,0.000000,,3914.119944,,6.2153,354.9940,6.5702,6.5734,3.1519,0.0000,0.0000,0.0000,0.0000,5.9950,0.0000,0.5784,-0.78,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_054834,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,925,16552,12944,3599,0,1440,47,6079.527974,286.747993,5643.231852,0.000000,,11722.759827,,18.7477,631.9445,19.3796,19.3889,9.4270,0.0000,0.0000,0.0000,0.0000,18.2960,0.0000,1.0928,-0.68,0.78,0.10
Router_Hw_Router_Hw_190402_220903,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,2146,6224,5137,1072,0,585,37,2666.775999,114.757997,1680.895956,0.000000,,4347.671955,,5.7277,377.6305,6.1053,6.1091,3.7764,0.0000,0.0000,0.0000,0.0000,5.3740,0.0000,0.7351,-0.70,0.79,0.09
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_060640,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,986,3648,3010,628,0,388,39,1422.763990,83.299998,984.703974,0.000000,,2407.467964,,3.5339,280.5511,3.8145,3.8165,2.0493,0.0000,0.0000,0.0000,0.0000,3.2949,0.0000,0.5217,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_165550,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,986,12144,9754,2379,0,962,43,4621.679971,189.825995,3730.271902,0.000000,,8351.951873,,12.7418,480.5192,13.2223,13.2289,6.7270,0.0000,0.0000,0.0000,0.0000,12.3220,0.0000,0.9069,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_005529,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1124,4810,3743,1055,0,422,32,1825.347994,85.553998,1654.239957,0.000000,,3479.587951,,5.5406,343.9943,5.8846,5.8874,2.8062,0.0000,0.0000,0.0000,0.0000,5.3300,0.0000,0.5574,-0.73,0.79,0.05
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_070617,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,923,5633,4186,1438,0,570,38,2091.123998,115.443997,2254.783941,0.000000,,4345.907939,,7.4944,403.7788,7.8982,7.9018,3.5818,0.0000,0.0000,0.0000,0.0000,7.2503,0.0000,0.6515,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_023232,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,913,6997,5808,1180,0,799,40,2703.721987,176.693997,1850.239952,0.000000,,4553.961939,,6.2917,199.6670,6.4914,6.4949,3.5239,0.0000,0.0000,0.0000,0.0000,6.0841,0.0000,0.4108,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_151536,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1053,7124,5766,1346,0,541,39,2757.229980,107.211997,2110.527945,0.000000,,4867.757925,,7.3130,364.2364,7.6772,7.6811,3.9482,0.0000,0.0000,0.0000,0.0000,6.9968,0.0000,0.6843,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_151314,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,919,7035,5680,1346,0,718,37,2714.011985,142.295996,2110.527945,0.000000,,4824.539930,,7.3375,359.9252,7.6974,7.7013,3.9581,0.0000,0.0000,0.0000,0.0000,6.9996,0.0000,0.7017,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_121154,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1124,4706,3477,1217,0,473,31,1796.045998,102.703998,1908.255950,0.000000,,3704.301948,,6.3501,380.3859,6.7305,6.7336,3.0973,0.0000,0.0000,0.0000,0.0000,6.1098,0.0000,0.6237,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_065047,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1053,3543,2905,628,0,271,36,1448.635989,53.997999,984.703974,0.000000,,2433.339963,,3.5289,276.7144,3.8056,3.8077,2.0311,0.0000,0.0000,0.0000,0.0000,3.2935,0.0000,0.5142,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_044612,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,990,15353,12007,3337,0,1449,42,5709.871989,287.825993,5232.415863,0.000000,,10942.287853,,17.4834,632.7911,18.1162,18.1249,8.8682,0.0000,0.0000,0.0000,0.0000,17.0398,0.0000,1.0851,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_003614,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1114,2717,2474,230,0,460,35,1024.295994,103.389998,360.639991,0.000000,,1384.935985,,1.3021,108.1256,1.4102,1.4113,1.0607,0.0000,0.0000,0.0000,0.0000,1.1859,0.0000,0.2253,-0.76,0.79,0.03
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_211335,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,980,6860,5738,1111,0,870,37,2610.719988,183.945996,1742.047954,0.000000,,4352.767943,,5.9332,197.9935,6.1312,6.1345,3.3809,0.0000,0.0000,0.0000,0.0000,5.7285,0.0000,0.4061,-0.78,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_045054,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,858,16474,12868,3599,0,1433,47,6056.595974,285.375993,5643.231852,0.000000,,11699.827827,,18.7461,628.5939,19.3747,19.3839,9.4096,0.0000,0.0000,0.0000,0.0000,18.2960,0.0000,1.0879,-0.68,0.78,0.10
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_212821,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,921,8005,6338,1659,0,838,37,3026.141985,166.403996,2601.311932,0.000000,,5627.453917,,8.7926,427.1307,9.2197,9.2241,4.4642,0.0000,0.0000,0.0000,0.0000,8.5140,0.0000,0.7102,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_004225,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1053,2940,2415,515,0,216,30,1223.529991,43.217999,807.519979,0.000000,,2031.049970,,2.9409,263.6920,3.2046,3.2063,1.7204,0.0000,0.0000,0.0000,0.0000,2.7124,0.0000,0.4939,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_085921,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1120,8615,6960,1643,0,598,43,3393.837977,124.753997,2576.223933,0.000000,,5970.061909,,8.8849,404.7473,9.2897,9.2943,4.7541,0.0000,0.0000,0.0000,0.0000,8.5275,0.0000,0.7668,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_015749,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1047,3574,3188,376,0,566,38,1371.803995,124.165998,589.567985,0.000000,,1961.371980,,2.0602,114.1517,2.1744,2.1759,1.5322,0.0000,0.0000,0.0000,0.0000,1.9387,0.0000,0.2372,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_040227,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,1126,11404,8844,2548,0,881,41,4261.823978,177.575996,3995.263896,0.000000,,8257.087874,,13.2319,512.9052,13.7448,13.7514,6.6385,0.0000,0.0000,0.0000,0.0000,12.8775,0.0000,0.8739,-0.66,0.79,0.13
Dedicated_PE_Hw_Dedicated_PE_Hw_190403_221523,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,854,13040,10335,2698,0,1193,43,4898.921975,236.179994,4230.463889,0.000000,,9129.385864,,14.2523,547.1999,14.7995,14.8066,7.2393,0.0000,0.0000,0.0000,0.0000,13.8717,0.0000,0.9348,-0.79,0.79,0.00
Dedicated_PE_Hw_Dedicated_PE_Hw_190404_055815,UltraHighDensity,LogicLibrary,HPC,plus,30nm,SVT,ccs,ff,0p99,40,0.8ns,913,2571,2294,268,0,541,41,980.097996,125.145998,420.223989,0.000000,,1400.321985,,1.4893,101.0665,1.5903,1.5914,1.0582,0.0000,0.0000,0.0000,0.0000,1.3818,0.0000,0.2096,-0.68,0.79,0.10
